Date,Index,Price,Volume,Daily Change,Market Cap,Year,Month,Day
2016-01-26 00:00:00,000001.SS,2749.784912109375,210800.0,-0.06422631409676693,579654659.4726562,2016,01,26
2016-01-26 00:00:00,DAX,20.415685653686523,2400.0,0.015884846442276723,48997.645568847656,2016,01,26
2016-01-26 00:00:00,EWZ,15.95754623413086,10617600.0,0.017583721676831532,169430842.8955078,2016,01,26
2016-01-26 00:00:00,FTSEMIB.MI,18924.0,836527300.0,0.015181588970548887,15830442625200.0,2016,01,26
2016-01-26 00:00:00,VCE.TO,22.4759464263916,2000.0,0.010384681835466925,44951.8928527832,2016,01,26
2016-01-26 00:00:00,^DJAU,330.3500061035156,0.0,0.0,0.0,2016,01,26
2016-01-26 00:00:00,^DJI,16167.23046875,1182100.0,0.017753027470934768,19111283137.109375,2016,01,26
2016-01-26 00:00:00,^FTMC,16179.0,244537400.0,0.001981792283396233,3956370594600.0,2016,01,26
2016-01-26 00:00:00,^IBEX,8692.4912109375,422229300.0,0.014566328170557252,3670224479250.293,2016,01,26
2016-01-26 00:00:00,^IXIC,4567.669921875,1981180000.0,0.010884097330975617,9049376295820.312,2016,01,26
2016-01-26 00:00:00,^KS11,1871.68994140625,298800.0,-0.01148186713424082,559260954.4921875,2016,01,26
2016-01-26 00:00:00,^MXX,41932.390625,189517800.0,0.010995158573984032,7946934419990.625,2016,01,26
2016-01-26 00:00:00,^N225,16708.900390625,147000000.0,-0.023494353132241796,2456208357421.875,2016,01,26
2016-01-27 00:00:00,000001.SS,2735.55810546875,215700.0,-0.005173788894532683,590059883.3496094,2016,01,27
2016-01-27 00:00:00,DAX,20.52684211730957,700.0,0.00544465983208231,14368.7894821167,2016,01,27
